"lang"
{
"Language"	"brazilian"
"[english]L4D_Chat_Survivor"	"(Survivor) %s1 :  %s2"
"L4D_Chat_Infected_Dead"	"*MORTO(A)*(Infectado) %s1 : %s2"
"[english]L4D_Chat_Infected_Dead"	"*DEAD*(Infected) %s1 :  %s2"
"L4D_Chat_Survivor_Dead"	"*MORTO(A)*(Sobrevivente) %s1 : %s2"
"[english]L4D_Chat_Survivor_Dead"	"*DEAD*(Survivor) %s1 :  %s2"
"L4D_Chat_Spec"	"(Espectador) %s1 : %s2"
"[english]L4D_Chat_Spec"	"(Spectator) %s1 :  %s2"
"L4D_Chat_All"	"%s1 : %s2"
"[english]L4D_Chat_All"	"%s1 :  %s2"
"L4D_Chat_AllDead"	"*MORTO(A)* %s1 : %s2"
"[english]L4D_Chat_AllDead"	"*DEAD* %s1 :  %s2"
"L4D_Chat_AllSpec"	"*ESPEC* %s1 : %s2"
"[english]L4D_Chat_AllSpec"	"*SPEC* %s1 :  %s2"
"L4D_Chat_Prompt_Team_General"	"Falar (EQUIPE):"
"[english]L4D_Chat_Prompt_Team_General"	"Say (TEAM):"
"L4D_Chat_Prompt_Team_Infected"	"Falar (Infectados):"
"[english]L4D_Chat_Prompt_Team_Infected"	"Say (Infected):"
"L4D_Chat_Prompt_Team_Survivor"	"Falar (Sobreviventes):"
"[english]L4D_Chat_Prompt_Team_Survivor"	"Say (Survivor):"
"Cstrike_Name_Change"	"* %s1 mudou o nome para %s2"
"[english]Cstrike_Name_Change"	"* %s1 changed name to %s2"
"Cstrike_Nextlevel_Quit"	"O servidor desligará na próxima rodada"
"[english]Cstrike_Nextlevel_Quit"	"Server is shutting down next round"
"Cstrike_Nextlevel_Set"	"O servidor mudará para %s1 na próxima rodada"
"[english]Cstrike_Nextlevel_Set"	"Server is changing to %s1 next round"
"Cstrike_Nextlevel_Unset"	"Mudança de campanha foi cancelada"
"[english]Cstrike_Nextlevel_Unset"	"Campaign change has been cancelled"
"Cstrike_Nextlevel_Blank"	"O servidor não mudará a campanha"
"[english]Cstrike_Nextlevel_Blank"	"Server is not changing campaigns"
"Cstrike_Nextlevel_Unset2"	"Mudança de capítulo foi cancelada"
"[english]Cstrike_Nextlevel_Unset2"	"Chapter change has been cancelled"
"Cstrike_Nextlevel_Blank2"	"O servidor não mudará o capítulo"
"[english]Cstrike_Nextlevel_Blank2"	"Server is not changing chapters"
"Cstrike_game_join_terrorist"	"%s1 está se juntando aos Sobreviventes\n"
"[english]Cstrike_game_join_terrorist"	"%s1 is joining the Survivors\n"
"Cstrike_game_join_ct"	"%s1 está se juntando aos Infectados\n"
"[english]Cstrike_game_join_ct"	"%s1 is joining the Infected\n"
"L4D_Teammate_Attack"	"%s1 atacou %s2"
"[english]L4D_Teammate_Attack"	"%s1 attacked %s2"
"L4D_Teammate_Attack_Involved"	"%s1 atacou %s2"
"[english]L4D_Teammate_Attack_Involved"	"%s1 attacked %s2"
"Cstrike_game_join_spectators"	"%s1 juntou-se aos Espectadores"
"[english]Cstrike_game_join_spectators"	"%s1 is joining the Spectators"
"L4D_TargetID_Player"	"%s1"
"[english]L4D_TargetID_Player"	"%s1"
"L4D_TargetID_Player_Health"	"%s1 (%s2)"
"[english]L4D_TargetID_Player_Health"	"%s1 (%s2)"
"L4D_Use_Revive"	"PRESSIONE \"%s1\" PARA SOCORRER COLEGA"
"[english]L4D_Use_Revive"	"PRESS '%s1' TO REVIVE TEAMMATE"
"L4D_Use_LedgeHang"	"PRESSIONE \"%s1\" PARA AJUDAR O(A) COLEGA A SUBIR"
"[english]L4D_Use_LedgeHang"	"PRESS '%s1' TO HELP TEAMMATE CLIMB UP"
"L4D_Use_Minigun"	"PRESSIONE \"%s1\" PARA USAR A METRALHADORA GIRATÓRIA"
"[english]L4D_Use_Minigun"	"PRESS '%s1' TO USE MINIGUN"
"L4D_Use_Radio"	"PRESSIONE \"%s1\" PARA PEDIR RESGATE"
"[english]L4D_Use_Radio"	"PRESS '%s1' TO SIGNAL FOR A RESCUE"
"L4D_Heal_Other"	"PRESSIONE \"%s1\" PARA CURAR COLEGA"
"[english]L4D_Heal_Other"	"PRESS '%s1' TO HEAL TEAMMATE"
"L4D_tank_attack_survivors"	"ATAQUE OS SOBREVIVENTES"
"[english]L4D_tank_attack_survivors"	"ATTACK THE SURVIVORS"
"L4D_tank_lose_control"	"Você precisa atacar para não"
"[english]L4D_tank_lose_control"	"You must attack or you will"
"L4D_tank_lose_control_1"	"perder o controle do Tanque"
"[english]L4D_tank_lose_control_1"	"lose control of the Tank"
"L4D_tank_control"	"CONTROLE"
"[english]L4D_tank_control"	"CONTROL"
"L4D_tank_take_control"	"VOCÊ SERÁ O TANQUE"
"[english]L4D_tank_take_control"	"YOU WILL BECOME THE TANK"
"L4D_tank_take_control_tip"	"Prepare-se para atacar os Sobreviventes"
"[english]L4D_tank_take_control_tip"	"Get ready to attack the survivors"
"L4D_tank_awoken"	"UM TANQUE ESTÁ SE APROXIMANDO"
"[english]L4D_tank_awoken"	"A TANK IS APPROACHING"
"L4D_tank_is_becoming"	"%s1 será o Tanque"
"[english]L4D_tank_is_becoming"	"%s1 is becoming the tank"
"L4D_pz_spectator_title"	"VOCÊ MORREU"
"[english]L4D_pz_spectator_title"	"YOU ARE DEAD"
"L4D_pz_tank_battle"	"Esperando pela conclusão da batalha do Tanque..."
"[english]L4D_pz_tank_battle"	"Waiting for Tank battle conclusion..."
"L4D_pz_finale_setup"	"Esperando o finale começar..."
"[english]L4D_pz_finale_setup"	"Waiting for the finale to begin..."
"L4D_pz_finale_wave"	"Esperando pela próxima horda de Infectados..."
"[english]L4D_pz_finale_wave"	"Waiting for the next swarm of Infected..."
"L4D_pz_survivors_escaped"	"Os Sobreviventes escaparam..."
"[english]L4D_pz_survivors_escaped"	"The Survivors have escaped..."
"L4D_pz_waiting_for_survivors"	"Esperando pelos Sobreviventes..."
"[english]L4D_pz_waiting_for_survivors"	"Waiting for Survivors..."
"L4D_pz_scrimmage_wait"	"Esperando um Sobrevivente cruzar a linha de confronto... %s1"
"[english]L4D_pz_scrimmage_wait"	"Waiting for a Survivor to cross the line of scrimmage... %s1"
"L4D_pz_spawn_countdown"	"Você entrará em modo de renascimento em %s1 segundos"
"[english]L4D_pz_spawn_countdown"	"You will enter Spawn Mode in %s1 seconds"
"L4D_pz_spawn_countdown_single"	"Você entrará em modo de renascimento em 1 segundo"
"[english]L4D_pz_spawn_countdown_single"	"You will enter Spawn Mode in 1 second"
"L4D_pz_spawn_spawning"	"Entrando no modo de renascimento..."
"[english]L4D_pz_spawn_spawning"	"Entering Spawn Mode..."
"L4D_pz_now_infected_title"	"VOCÊ AGORA É UM INFECTADO"
"[english]L4D_pz_now_infected_title"	"YOU ARE NOW INFECTED"
"L4D_pz_now_infected_subtitle"	"Você deve esperar os Sobreviventes deixarem a área inicial antes que você possa nascer."
"[english]L4D_pz_now_infected_subtitle"	"You will need to wait for the Survivors to leave the starting area before you can spawn."
"L4D_pz_spawn_btn_overview"	"VISÃO GERAL"
"[english]L4D_pz_spawn_btn_overview"	"OVERVIEW"
"L4D_pz_spawn_overview"	"A sua classe pode mudar na próxima vez que renascer, dependendo das outras classes em jogo.\n\nVocê começará no \"modo de renascimento\". Movimente-se para selecionar o melhor local para renascer."
"[english]L4D_pz_spawn_overview"	"The class you spawn as may change each time you spawn, depending on the other classes currently in play.\n\nYou will start in 'Spawn Select Mode.' Move around to select an optimal location to spawn in."
"L4D_pz_spawn_btn_hunter"	"CAÇADOR"
"[english]L4D_pz_spawn_btn_hunter"	"HUNTER"
"L4D_pz_spawn_hunter"	" "
"[english]L4D_pz_spawn_hunter"	" "
"L4D_pz_spawn_btn_boomer"	"GORFO"
"[english]L4D_pz_spawn_btn_boomer"	"BOOMER"
"L4D_pz_spawn_boomer"	" "
"[english]L4D_pz_spawn_boomer"	" "
"L4D_pz_spawn_btn_smoker"	"FUMACENTO"
"[english]L4D_pz_spawn_btn_smoker"	"SMOKER"
"L4D_pz_spawn_smoker"	" "
"[english]L4D_pz_spawn_smoker"	" "
"L4D_pz_spawn_btn_tank"	"TANQUE"
"[english]L4D_pz_spawn_btn_tank"	"TANK"
"L4D_pz_spawn_tank"	" "
"[english]L4D_pz_spawn_tank"	" "
"L4D_pz_spawn_btn_zombie"	"ZUMBI"
"[english]L4D_pz_spawn_btn_zombie"	"ZOMBIE"
"L4D_pz_spawn_zombie"	" "
"[english]L4D_pz_spawn_zombie"	" "
"L4D_pz_AsAHunter"	"COMO CAÇADOR"
"[english]L4D_pz_AsAHunter"	"AS A HUNTER"
"L4D_pz_AsASmoker"	"COMO FUMACENTO"
"[english]L4D_pz_AsASmoker"	"AS A SMOKER"
"L4D_pz_AsABoomer"	"COMO GORFO"
"[english]L4D_pz_AsABoomer"	"AS A BOOMER"
"L4D_pz_AsATank"	"COMO TANQUE"
"[english]L4D_pz_AsATank"	"AS A TANK"
"L4D_pz_ThatLife"	"ESSA VIDA:"
"[english]L4D_pz_ThatLife"	"THAT LIFE:"
"L4D_pz_Rank"	"PONTUAÇÃO TOTAL:"
"[english]L4D_pz_Rank"	"TOTAL POINTS:"
"L4D_pz_TankTickets"	"INGRESSOS"
"[english]L4D_pz_TankTickets"	"TICKETS"
"L4D_pz_TotalPointsEarned"	"Total de pontos obtidos:"
"[english]L4D_pz_TotalPointsEarned"	"Total points earned:"
"L4D_pz_DamageDealt"	"Dano nos Sobreviventes:"
"[english]L4D_pz_DamageDealt"	"Damage to Survivors:"
"L4D_pz_SurvivorIncapCount"	"Sobreviventes incapacitados:"
"[english]L4D_pz_SurvivorIncapCount"	"Survivors incapacitated:"
"L4D_pz_SurvivorKillCount"	"Sobreviventes mortos:"
"[english]L4D_pz_SurvivorKillCount"	"Survivors killed:"
"L4D_pz_VomitCount"	"Sobreviventes encharcados de vômito de Gorfo:"
"[english]L4D_pz_VomitCount"	"Survivors tagged with Boomer bile:"
"L4D_pz_BoomerBombCount"	"Explosões de Gorfos:"
"[english]L4D_pz_BoomerBombCount"	"Boomer Bombs:"
"L4D_pz_PounceCount"	"Sobreviventes que sofreram o bote:"
"[english]L4D_pz_PounceCount"	"Survivors pounced:"
"L4D_pz_LungeCount"	"Sobreviventes empurrados:"
"[english]L4D_pz_LungeCount"	"Survivors pushed:"
"L4D_pz_HangCount"	"Sobreviventes enforcados:"
"[english]L4D_pz_HangCount"	"Survivors constricted:"
"L4D_pz_PullCount"	"Sobreviventes arrastados:"
"[english]L4D_pz_PullCount"	"Survivors dragged:"
"L4D_pz_TankPunchCount"	"Sobreviventes nocauteados:"
"[english]L4D_pz_TankPunchCount"	"Survivors knocked down:"
"L4D_pz_TankThrowCount"	"Arremessos bem-sucedidos:"
"[english]L4D_pz_TankThrowCount"	"Successful throws:"
"L4D_Loading_Map"	"Carregando..."
"[english]L4D_Loading_Map"	"Loading..."
"L4D_Checkpoint_Cleared"	"ABRIGO ALCANÇADO"
"[english]L4D_Checkpoint_Cleared"	"CHECKPOINT CLEARED"
"L4D_Event_History"	"HISTÓRICO"
"[english]L4D_Event_History"	"EVENT HISTORY"
"L4D_s_current_status"	"ESTADO ATUAL DOS SOBREVIVENTES"
"[english]L4D_s_current_status"	"CURRENT SURVIVOR STATUS"
"L4D_s_Kills"	"VÍTIMAS"
"[english]L4D_s_Kills"	"KILLS"
"L4D_s_Damage_Taken"	"DANO\nSOFRIDO"
"[english]L4D_s_Damage_Taken"	"DAMAGE\nTAKEN"
"L4D_s_pzs_killed"	"Infectados especiais mortos:"
"[english]L4D_s_pzs_killed"	"Special Infected killed:"
"L4D_s_others_revived"	"Sobreviventes ressuscitados:"
"[english]L4D_s_others_revived"	"Survivors revived:"
"L4D_s_first_aid_shared"	"Kits de primeiros socorros compartilhados:"
"[english]L4D_s_first_aid_shared"	"First aid kits shared:"
"L4D_s_mission_difficulty"	"%s1, %s2"
"[english]L4D_s_mission_difficulty"	"%s1, %s2"
"L4D_s_loading"	"Carregando: \"%s1\" — %s2"
"[english]L4D_s_loading"	"Loading: \"%s1\" - %s2"
"L4D_spawn_select_mode_title"	"Escolha um lugar para renascer"
"[english]L4D_spawn_select_mode_title"	"Choose Spawn Location"
"L4D_spawn_select_mode_class_HUNTER"	"CAÇADOR"
"[english]L4D_spawn_select_mode_class_HUNTER"	"HUNTER"
"L4D_spawn_select_mode_class_CHARGER"	"ESMAGADOR"
"[english]L4D_spawn_select_mode_class_CHARGER"	"CHARGER"
"L4D_spawn_select_mode_class_SPITTER"	"CUSPIDORA"
"[english]L4D_spawn_select_mode_class_SPITTER"	"SPITTER"
"L4D_spawn_select_mode_class_JOCKEY"	"JÓQUEI"
"[english]L4D_spawn_select_mode_class_JOCKEY"	"JOCKEY"
"L4D_spawn_select_mode_class_SMOKER"	"FUMACENTO"
"[english]L4D_spawn_select_mode_class_SMOKER"	"SMOKER"
"L4D_spawn_select_mode_class_BOOMER"	"GORFO"
"[english]L4D_spawn_select_mode_class_BOOMER"	"BOOMER"
"L4D_spawn_select_mode_text_1"	"Afaste-se dos Sobreviventes, encontre um bom esconderijo e então renasça."
"[english]L4D_spawn_select_mode_text_1"	"Get away from the Survivors, find a good place to hide, then spawn into the world."
"L4D_spawn_select_mode_text_2"	"Não é necessário renascer imediatamente. Espere até encontrar o lugar perfeito para atacar."
"[english]L4D_spawn_select_mode_text_2"	"You don't need to spawn right away. Wait until you find the perfect place to attack."
"L4D_spawn_select_mode_text_3"	"Você se movimenta mais rapidamente no modo de renascimento. Procure esconderijos que demorariam demais para chegar normalmente."
"[english]L4D_spawn_select_mode_text_3"	"You move faster in Spawn Mode. Look for hiding spots that would take you too long to get to otherwise."
"L4D_spawn_select_mode_boomer_secondary"	"Vômito"
"[english]L4D_spawn_select_mode_boomer_secondary"	"Vomit"
"L4D_spawn_select_mode_boomer_1_title"	"Primário: VÔMITO"
"[english]L4D_spawn_select_mode_boomer_1_title"	"Primary: VOMIT"
"L4D_spawn_select_mode_boomer_1_text"	"Ataque a média distância"
"[english]L4D_spawn_select_mode_boomer_1_text"	"Attack at medium range"
"L4D_spawn_select_mode_boomer_2_title"	"Secundário: GARRA"
"[english]L4D_spawn_select_mode_boomer_2_title"	"Secondary: CLAW"
"L4D_spawn_select_mode_boomer_2_text"	"Ataque a curta distância"
"[english]L4D_spawn_select_mode_boomer_2_text"	"Attack at short range"
"L4D_spawn_select_mode_hunter_title"	"VOCÊ RENASCERÁ COMO CAÇADOR"
"[english]L4D_spawn_select_mode_hunter_title"	"YOU WILL SPAWN AS A HUNTER"
"L4D_spawn_select_mode_hunter_text"	"Você renascerá como Caçador"
"[english]L4D_spawn_select_mode_hunter_text"	"You will spawn as a Hunter"
"L4D_spawn_select_mode_hunter_secondary"	"Bote"
"[english]L4D_spawn_select_mode_hunter_secondary"	"Pounce"
"L4D_spawn_select_mode_hunter_1_title"	"Primário: BOTE"
"[english]L4D_spawn_select_mode_hunter_1_title"	"Primary: POUNCE"
"L4D_spawn_select_mode_hunter_1_text"	"Agache-se e aperte para atacar"
"[english]L4D_spawn_select_mode_hunter_1_text"	"Crouch, then press to attack"
"L4D_spawn_select_mode_hunter_2_title"	"Secundário: GARRA"
"[english]L4D_spawn_select_mode_hunter_2_title"	"Secondary: CLAW"
"L4D_spawn_select_mode_hunter_2_text"	"Ataque a curta distância"
"[english]L4D_spawn_select_mode_hunter_2_text"	"Attack at short range"
"L4D_spawn_select_mode_smoker_title"	"VOCÊ RENASCERÁ COMO FUMACENTO"
"[english]L4D_spawn_select_mode_smoker_title"	"YOU WILL SPAWN AS A SMOKER"
"L4D_spawn_select_mode_smoker_text"	"Você renascerá como Fumacento"
"[english]L4D_spawn_select_mode_smoker_text"	"You will spawn as a Smoker"
"L4D_spawn_select_mode_smoker_secondary"	"Laço de língua"
"[english]L4D_spawn_select_mode_smoker_secondary"	"Tongue Snare"
"L4D_spawn_select_mode_smoker_1_title"	"Primário: LAÇO DE LÍNGUA"
"[english]L4D_spawn_select_mode_smoker_1_title"	"Primary: TONGUE SNARE"
"L4D_spawn_select_mode_smoker_1_text"	"Ataque a longa distância"
"[english]L4D_spawn_select_mode_smoker_1_text"	"Attack at long range"
"L4D_spawn_select_mode_smoker_2_title"	"Secundário: GARRA"
"[english]L4D_spawn_select_mode_smoker_2_title"	"Secondary: CLAW"
"L4D_spawn_select_mode_smoker_2_text"	"Ataque a curta distância"
"[english]L4D_spawn_select_mode_smoker_2_text"	"Attack at short range"
"L4D_spawn_select_mode_boomer_title"	"VOCÊ RENASCERÁ COMO GORFO"
"[english]L4D_spawn_select_mode_boomer_title"	"YOU WILL SPAWN AS A BOOMER"
"L4D_spawn_select_mode_boomer_text"	"Você renascerá como Gorfo"
"[english]L4D_spawn_select_mode_boomer_text"	"You will spawn as a Boomer"
"L4D_spawn_select_mode_primary"	"Ataque de garra"
"[english]L4D_spawn_select_mode_primary"	"Claw Attack"
"L4D_spawn_select_mode_cant_spawn"	"Você não pode renascer aqui"
"[english]L4D_spawn_select_mode_cant_spawn"	"You can't spawn here"
"L4D_spawn_select_mode_in_sight"	"Você pode ser visto pelos Sobreviventes"
"[english]L4D_spawn_select_mode_in_sight"	"You can be seen by the Survivors"
"L4D_spawn_select_mode_too_close"	"Você está muito perto dos Sobreviventes"
"[english]L4D_spawn_select_mode_too_close"	"You are too close to the Survivors"
"L4D_spawn_select_mode_restricted_area"	"Esta é uma área restrita."
"[english]L4D_spawn_select_mode_restricted_area"	"This is a restricted area"
"L4D_spawn_select_mode_inside_entity"	"Alguma coisa está bloqueando este local"
"[english]L4D_spawn_select_mode_inside_entity"	"Something is blocking this spot"
"L4D_spawn_select_mode_spitter_title"	"VOCÊ RENASCERÁ COMO CUSPIDORA"
"[english]L4D_spawn_select_mode_spitter_title"	"YOU WILL SPAWN AS A SPITTER"
"L4D_spawn_select_mode_spitter_text"	"Você renascerá como Cuspidora"
"[english]L4D_spawn_select_mode_spitter_text"	"You will spawn as a Spitter"
"L4D_spawn_select_mode_spitter_1_title"	"Primário: CUSPE"
"[english]L4D_spawn_select_mode_spitter_1_title"	"Primary: SPIT"
"L4D_spawn_select_mode_spitter_1_text"	"Ataque de média a longa distância"
"[english]L4D_spawn_select_mode_spitter_1_text"	"Attack at medium to long range"
"L4D_spawn_select_mode_spitter_2_title"	"Secundário: GARRA"
"[english]L4D_spawn_select_mode_spitter_2_title"	"Secondary: CLAW"
"L4D_spawn_select_mode_spitter_2_text"	"Ataque a curta distância"
"[english]L4D_spawn_select_mode_spitter_2_text"	"Attack at short range"
"L4D_spawn_select_mode_jockey_title"	"VOCÊ RENASCERÁ COMO JÓQUEI"
"[english]L4D_spawn_select_mode_jockey_title"	"YOU WILL SPAWN AS A JOCKEY"
"L4D_spawn_select_mode_jockey_text"	"Você renascerá como Jóquei"
"[english]L4D_spawn_select_mode_jockey_text"	"You will spawn as a Jockey"
"L4D_spawn_select_mode_jockey_1_title"	"Primário: SALTO"
"[english]L4D_spawn_select_mode_jockey_1_title"	"Primary: LEAP"
"L4D_spawn_select_mode_jockey_1_text"	"Pule em Sobreviventes e conduza-os até o perigo"
"[english]L4D_spawn_select_mode_jockey_1_text"	"Jump on Survivors and steer them into danger"
"L4D_spawn_select_mode_jockey_2_title"	"Secundário: GARRA"
"[english]L4D_spawn_select_mode_jockey_2_title"	"Secondary: CLAW"
"L4D_spawn_select_mode_jockey_2_text"	"Ataque a curta distância"
"[english]L4D_spawn_select_mode_jockey_2_text"	"Attack at short range"
"L4D_spawn_select_mode_charger_title"	"VOCÊ RENASCERÁ COMO ESMAGADOR"
"[english]L4D_spawn_select_mode_charger_title"	"YOU WILL SPAWN AS A CHARGER"
"L4D_spawn_select_mode_charger_text"	"Você renascerá como Esmagador"
"[english]L4D_spawn_select_mode_charger_text"	"You will spawn as a Charger"
"L4D_spawn_select_mode_charger_1_title"	"Primário: INVESTIDA"
"[english]L4D_spawn_select_mode_charger_1_title"	"Primary: CHARGE"
"L4D_spawn_select_mode_charger_1_text"	"Dê uma investida nos Sobreviventes e esmurre-os"
"[english]L4D_spawn_select_mode_charger_1_text"	"Charge into Survivors and pummel them"
"L4D_spawn_select_mode_charger_2_title"	"Secundário: GARRA"
"[english]L4D_spawn_select_mode_charger_2_title"	"Secondary: CLAW"
"L4D_spawn_select_mode_charger_2_text"	"Ataque a curta distância"
"[english]L4D_spawn_select_mode_charger_2_text"	"Attack at short range"
"L4D_pz_team_join_title"	"JOGAR COMO INFECTADO"
"[english]L4D_pz_team_join_title"	"PLAY AS INFECTED"
"L4D_pz_team_join_subtitle"	"Seleciona a sua classe com a qual prefere jogar. A classe escolhida pode não estar sempre disponível quando estiver prestes a renascer."
"[english]L4D_pz_team_join_subtitle"	"Select the class you prefer to play. The class you choose may not always be available when you are ready to spawn."
"L4D_pz_class_select_title"	"SELECIONAR INFECTADO"
"[english]L4D_pz_class_select_title"	"INFECTED CLASS SELECT"
"L4D_s_team_join_title"	"ENTRANDO NA EQUIPE DOS SOBREVIVENTES"
"[english]L4D_s_team_join_title"	"JOINING THE SURVIVOR TEAM"
"L4D_s_team_join_takeover_title"	"ASSISTINDO AGORA"
"[english]L4D_s_team_join_takeover_title"	"CURRENTLY SPECTATING"
"L4D_s_team_join_subtitle"	"Escolha um Sobrevivente disponível"
"[english]L4D_s_team_join_subtitle"	"Select an available Survivor"
"L4D_s_team_join_state_inactive"	"(inativo)"
"[english]L4D_s_team_join_state_inactive"	"(inactive)"
"L4D_s_team_join_state_bot"	"%s1 (BOT)"
"[english]L4D_s_team_join_state_bot"	"%s1 (BOT)"
"L4D_s_team_join_state_loading"	"%s1 (CARREGANDO)"
"[english]L4D_s_team_join_state_loading"	"%s1 (LOADING)"
"L4D_s_team_join_hour_played"	"1 hora jogada"
"[english]L4D_s_team_join_hour_played"	"1 hour played"
"L4D_s_team_join_hours_played"	"%s1 horas de jogo"
"[english]L4D_s_team_join_hours_played"	"%s1 hours played"
"L4D_s_class_select_title"	"SELECIONAR SOBREVIVENTE"
"[english]L4D_s_class_select_title"	"SURVIVOR CHARACTER SELECT"
"L4D_s_team_full_title"	"A EQUIPE DOS SOBREVIVENTES ESTÁ CHEIA"
"[english]L4D_s_team_full_title"	"SURVIVOR TEAM IS FULL"
"L4D_s_team_full_subtitle"	"A equipe dos Sobreviventes já possui quatro jogadores"
"[english]L4D_s_team_full_subtitle"	"The Survivor team already has four players"
"L4D_pz_team_full_title"	"A EQUIPE DOS INFECTADOS ESTÁ CHEIA"
"[english]L4D_pz_team_full_title"	"INFECTED TEAM IS FULL"
"L4D_pz_team_full_subtitle"	"O time dos Infectados já possui quatro jogadores"
"[english]L4D_pz_team_full_subtitle"	"The Infected team already has four players"
"L4D_both_team_full_title"	"AMBAS AS EQUIPES ESTÃO CHEIAS"
"[english]L4D_both_team_full_title"	"BOTH TEAMS ARE FULL"
"L4D_both_team_full_subtitle"	"As duas equipes já possuem quatro jogadores"
"[english]L4D_both_team_full_subtitle"	"There are already four players on both teams"
"L4D_team_menu_full"	"CHEIA"
"[english]L4D_team_menu_full"	"FULL"
"L4D_Lobby_Title"	"SALA — CAMPANHA"
"[english]L4D_Lobby_Title"	"CAMPAIGN LOBBY"
"L4D_Lobby_Subtitle"	"Reúna a sua equipe para enfrentar a horda de Infectados"
"[english]L4D_Lobby_Subtitle"	"Gather your team to fight the Infected horde"
"L4D_Lobby_Status_Waiting"	"Esperando quatro jogadores entrarem"
"[english]L4D_Lobby_Status_Waiting"	"Waiting for four players to join"
"L4D_Lobby_PlayerSlotAvailable"	"Vaga de jogador disponível"
"[english]L4D_Lobby_PlayerSlotAvailable"	"Player slot available"
"L4D_Lobby_Button_StartGame"	"INICIAR A PARTIDA"
"[english]L4D_Lobby_Button_StartGame"	"START THE GAME"
"L4D_Lobby_PlayerDropDown"	"Silencie, mande uma mensagem ou exiba o Perfil Steam do(a) jogador(a).\nComo líder da sala, você pode expulsá-lo(a) dela."
"[english]L4D_Lobby_PlayerDropDown"	"Mute, send a message to, or view the Steam ID page of the player.\nAs a Lobby Leader you may kick the player from the lobby."
"L4D_class_special_ability_title"	"HABILIDADE ESPECIAL:"
"[english]L4D_class_special_ability_title"	"SPECIAL ABILITY:"
"L4D_class_primary_attack_title"	"ATAQUE PRIMÁRIO:"
"[english]L4D_class_primary_attack_title"	"PRIMARY ATTACK:"
"L4D_class_hunter_name"	"Caçador"
"[english]L4D_class_hunter_name"	"Hunter"
"L4D_class_hunter_ability_text"	"HABILIDADE ESPECIAL: Bote\nSalte grandes distâncias e dê o bote nos Sobreviventes para causar dano."
"[english]L4D_class_hunter_ability_text"	"SPECIAL ABILITY: Pounce\nLeap great distances and pounce Survivors to damage."
"L4D_class_boomer_name"	"Gorfo"
"[english]L4D_class_boomer_name"	"Boomer"
"L4D_class_boomer_ability_text"	"HABILIDADE ESPECIAL: Vômito\nVomite nos Sobreviventes para atrair a horda. A sua morte resulta em uma chuva de vômito explosiva."
"[english]L4D_class_boomer_ability_text"	"SPECIAL ABILITY: Vomit\nVomit bile on Survivors to attract the horde. Death results in an explosive shower of bile."
"L4D_class_smoker_name"	"Fumacento"
"[english]L4D_class_smoker_name"	"Smoker"
"L4D_class_smoker_ability_text"	"HABILIDADE ESPECIAL: Laço de língua\nEnforque Sobreviventes com a sua língua. Use elevações ou obstáculos para pegar Sobreviventes distraídos."
"[english]L4D_class_smoker_ability_text"	"SPECIAL ABILITY: Tongue Snare\nConstrict Survivors with your tongue. Use elevation or obstacles to ensnare unsuspecting Survivors."
"L4D_class_spitter_name"	"Cuspidora"
"[english]L4D_class_spitter_name"	"Spitter"
"L4D_class_spitter_ability_text"	"HABILIDADE ESPECIAL: Cuspe\nLance ácido nocivo para separar Sobreviventes uns dos outros."
"[english]L4D_class_spitter_ability_text"	"SPECIAL ABILITY: Spit\nSpew noxious waste to separate Survivors from one another."
"L4D_class_charger_name"	"Esmagador"
"[english]L4D_class_charger_name"	"Charger"
"L4D_class_charger_ability_text"	"HABILIDADE ESPECIAL: Investida\nAgarre Sobreviventes e leve-os para longe dos seus times."
"[english]L4D_class_charger_ability_text"	"SPECIAL ABILITY: Charge\nGrab Survivors and carry them away from their team."
"L4D_class_jockey_name"	"Jóquei"
"[english]L4D_class_jockey_name"	"Jockey"
"L4D_class_jockey_ability_text"	"HABILIDADE ESPECIAL: Salto\nPule em Sobreviventes e conduza-os para obstáculos."
"[english]L4D_class_jockey_ability_text"	"SPECIAL ABILITY: Leap\nJump on Survivors and steer them into obstacles."
"L4D_class_random_name"	"Aleatória"
"[english]L4D_class_random_name"	"Random"
"L4D_class_random_ability_text"	"Seleciona uma classe aleatória a cada renascimento."
"[english]L4D_class_random_ability_text"	"Randomly selects a class each time you spawn."
"L4D_class_tank_name"	"Tanque"
"[english]L4D_class_tank_name"	"Tank"
"L4D_class_witch_name"	"Bruxa"
"[english]L4D_class_witch_name"	"Witch"
"L4D_class_infected_name"	"Infectado"
"[english]L4D_class_infected_name"	"Infected"
"L4D_class_hunter_player_name"	"%s1 (Caçador)"
"[english]L4D_class_hunter_player_name"	"%s1 (Hunter)"
"L4D_class_boomer_player_name"	"%s1 (Gorfo)"
"[english]L4D_class_boomer_player_name"	"%s1 (Boomer)"
"L4D_class_smoker_player_name"	"%s1 (Fumacento)"
"[english]L4D_class_smoker_player_name"	"%s1 (Smoker)"
"L4D_class_spitter_player_name"	"%s1 (Cuspidora)"
"[english]L4D_class_spitter_player_name"	"%s1 (Spitter)"
"L4D_class_charger_player_name"	"%s1 (Esmagador)"
"[english]L4D_class_charger_player_name"	"%s1 (Charger)"
"L4D_class_jokcey_player_name"	"%s1 (Jóquei)"
"[english]L4D_class_jokcey_player_name"	"%s1 (Jockey)"
"L4D_class_tank_player_name"	"%s1 (Tanque)"
